Orthogroup	Brachy	Maize	Rice	Sorghum	Telongatum
OG0005223	BrachyLOC100823013	MaizeLOC100278221	RiceLOC4343134	SorghumLOC110433067	GWHGABKY036663, GWHGABKY036666
OG0005224	BrachyLOC100822516	MaizeLOC103647304, MaizeLOC118472915	RiceLOC4343084	SorghumLOC8057947	GWHGABKY035598
OG0005225	BrachyLOC100823963	MaizeLOC100280346, MaizeLOC100383469	RiceLOC9268481	SorghumLOC8059730	GWHGABKY008567
OG0005226	BrachyLOC100824270	MaizeLOC100283085, MaizeLOC100283327	RiceLOC4343070	SorghumLOC110433187	GWHGABKY030321
OG0005227	BrachyLOC100824574	MaizeLOC100277465, MaizeLOC103647308	RiceLOC4343074	SorghumLOC8059729	GWHGABKY008696
OG0005228	BrachyLOC100825695	MaizeLOC100285307, MaizeLOC103632243	RiceLOC4343098	SorghumLOC8057909	GWHGABKY003010
OG0005229	BrachyLOC100827861, BrachyLOC100833800	MaizeLOC100282309	RiceLOC4345455	SorghumLOC8073514	GWHGABKY044122
OG0005230	BrachyLOC100828466	MaizeLOC100191953	RiceLOC4342155	SorghumLOC8069251	GWHGABKY018571, GWHGABKY042505
OG0005231	BrachyLOC100829248, BrachyLOC100836712			SorghumLOC8066385	GWHGABKY031358, GWHGABKY031486, GWHGABKY044004
OG0005232	BrachyLOC100839121, BrachyLOC100840983	MaizeLOC100281516	RiceLOC4342148	SorghumLOC8069244	GWHGABKY043948
OG0005233	BrachyLOC100830597, BrachyLOC100841779	MaizeLOC103626490	RiceLOC9267232	SorghumLOC8069243	GWHGABKY043130
OG0005234	BrachyLOC100842808	MaizeLOC100280291	RiceLOC4342516, RiceLOC9272197	SorghumLOC8066392	GWHGABKY043914
OG0005235	BrachyLOC100832931	MaizeLOC100174970	RiceLOC4342142	SorghumLOC8069242, SorghumLOC8074406	GWHGABKY043906
OG0005236	BrachyLOC100821358, BrachyLOC100834083	MaizeLOC100192665	RiceLOC4330814	SorghumLOC8069239	GWHGABKY023309
OG0005237	BrachyLOC100838068	MaizeLOC100193029, MaizeLOC103629877	RiceLOC4342134	SorghumLOC8066384	GWHGABKY043780
OG0005238	BrachyLOC100823014	MaizeLOC103626474	RiceLOC4342125, RiceLOC4348449	SorghumLOC8066381	GWHGABKY043703
OG0005239	BrachyLOC100841312	MaizeLOC100502274, MaizeLOC103626470	RiceLOC4342119	SorghumLOC8069226	GWHGABKY043694
OG0005240	BrachyLOC100842110	MaizeLOC100501680, MaizeLOC103626469	RiceLOC4342116	SorghumLOC8066377	GWHGABKY043691
OG0005241	BrachyLOC100844441	MaizeLOC100273416, MaizeLOC100383122	RiceLOC4342099	SorghumLOC8065007	GWHGABKY043632
OG0005242	BrachyLOC100845367	MaizeLOC100272942	RiceLOC4342101	SorghumLOC8069208	GWHGABKY043633, GWHGABKY043634
OG0005243	BrachyLOC100846181	MaizeLOC100274388	RiceLOC9271931	SorghumLOC8065008	GWHGABKY043623, GWHGABKY043637
OG0005244	BrachyLOC100822412	MaizeLOC100275634, MaizeLOC103626456	RiceLOC4342075	SorghumLOC8069195	GWHGABKY043456
OG0005245	BrachyLOC100823353	MaizeLOC100279926, MaizeLOC100285108	RiceLOC4342077	SorghumLOC8064998	GWHGABKY043482
OG0005246	BrachyLOC100827627	MaizeLOC100274819	RiceLOC9267113	SorghumLOC110431274	GWHGABKY043523, GWHGABKY043529
OG0005247	BrachyLOC100827941	MaizeLOC100279970, MaizeLOC100281412	RiceLOC4342084	SorghumLOC8065001	GWHGABKY043558
OG0005248	BrachyLOC112268494		RiceLOC107281197, RiceLOC4350016, RiceLOC4350023, RiceLOC9266606		GWHGABKY033283
OG0005249	BrachyLOC100827043, BrachyLOC100828159	MaizeLOC100274326	RiceLOC4346824	SorghumLOC8076476	GWHGABKY012560
OG0005250	BrachyLOC100827964	MaizeLOC100501213, MaizeLOC103638745	RiceLOC4341618	SorghumLOC8067695	GWHGABKY043407
OG0005251	BrachyLOC100829883	MaizeLOC100275374	RiceLOC4341634	SorghumLOC8067703	GWHGABKY033159, GWHGABKY043365
OG0005252	BrachyLOC100830187	MaizeLOC100282879, MaizeLOC100283432	RiceLOC4341635	SorghumLOC8058395	GWHGABKY043357
OG0005253	BrachyLOC100829573	MaizeLOC100383433, MaizeLOC103629709	RiceLOC4341636	SorghumLOC8067704	GWHGABKY043356
OG0005254	BrachyLOC100832226	MaizeLOC100277198, MaizeLOC100278128	RiceLOC4341644	SorghumLOC8067710	GWHGABKY043294
OG0005255	BrachyLOC100833774	MaizeLOC100282809, MaizeLOC100283315	RiceLOC9268424	SorghumLOC110429872	GWHGABKY043289
OG0005256	BrachyLOC100833154	MaizeLOC100273774	RiceLOC9270869	SorghumLOC8058407, SorghumLOC8082695	GWHGABKY043280
OG0005257	BrachyLOC100835170	MaizeLOC103638720	RiceLOC9266475	SorghumLOC8069327	GWHGABKY043263, GWHGABKY043265
OG0005258	BrachyLOC100837633	MaizeLOC100279469, MaizeLOC100384730	RiceLOC4341662	SorghumLOC8058413	GWHGABKY043177
OG0005259	BrachyLOC100837458	MaizeLOC100501797	RiceLOC4341679	SorghumLOC110431215	GWHGABKY042588, GWHGABKY043137
OG0005260	BrachyLOC100841898	MaizeLOC100192772, MaizeLOC100283261	RiceLOC4341687	SorghumLOC8069345	GWHGABKY043115
OG0005261	BrachyLOC100840191	MaizeLOC100285559	RiceLOC4341694	SorghumLOC8069352	GWHGABKY043083, GWHGABKY043089
OG0005262	BrachyLOC100821560	MaizeLOC103638868, MaizeLOC109940179	RiceLOC4341709	SorghumLOC8069360	GWHGABKY043009
OG0005263	BrachyLOC100820981	MaizeLOC100274552, MaizeLOC100382223	RiceLOC4341715	SorghumLOC8069363	GWHGABKY042980
OG0005264	BrachyLOC100824647	MaizeLOC100282526	RiceLOC9268703	SorghumLOC8086326	GWHGABKY001342, GWHGABKY026508
OG0005265	BrachyLOC100825875	MaizeLOC100283089, MaizeLOC103629688	RiceLOC4341720	SorghumLOC8069367	GWHGABKY042974
OG0005266	BrachyLOC100843136	MaizeLOC100381650, MaizeLOC103629681	RiceLOC4341741	SorghumLOC8061570	GWHGABKY042884
OG0005267	BrachyLOC100828064	MaizeLOC100280569, MaizeLOC100286315	RiceLOC4341747	SorghumLOC8069378	GWHGABKY042873
OG0005268	BrachyLOC100833212, BrachyLOC100844442	MaizeLOC100274701, MaizeLOC100275579	RiceLOC4325442	SorghumLOC8064537	
OG0005269	BrachyLOC100821898	MaizeLOC100282354, MaizeLOC100283092	RiceLOC4341775	SorghumLOC8061582	GWHGABKY042766
OG0005270	BrachyLOC100832622	MaizeLOC100147734, MaizeLOC100147735	RiceLOC4341796	SorghumLOC110430892	GWHGABKY042634
OG0005271	BrachyLOC100833860	MaizeLOC103629655, MaizeLOC103638882	RiceLOC4341801	SorghumLOC8061592	GWHGABKY042626
OG0005272	BrachyLOC100837853	MaizeLOC103626282, MaizeLOC103629640	RiceLOC4341840	SorghumLOC8083208	GWHGABKY042523
OG0005273	BrachyLOC100838157	MaizeLOC100280759, MaizeLOC103626283	RiceLOC4341839	SorghumLOC8061611	GWHGABKY042530
OG0005274	BrachyLOC100838450	MaizeLOC100285137, MaizeLOC100501641	RiceLOC4341838	SorghumLOC8061610	GWHGABKY042531
OG0005275	BrachyLOC100822109, BrachyLOC100824447		RiceLOC4341824, RiceLOC4341833	SorghumLOC8061607	GWHGABKY042543
OG0005276	BrachyLOC100840500	MaizeLOC100382839	RiceLOC4341823	SorghumLOC8083201	GWHGABKY042542, GWHGABKY042548
OG0005277	BrachyLOC100825055, BrachyLOC100830088	MaizeLOC100274572	RiceLOC4327037	SorghumLOC8064040	GWHGABKY016953
OG0005278	BrachyLOC104582109	MaizeLOC100272446, MaizeLOC103629636	RiceLOC4341850	SorghumLOC8083214	GWHGABKY042479
OG0005279	BrachyLOC100840800	MaizeLOC100383133, MaizeLOC103626119	RiceLOC4333859	SorghumLOC8083198	GWHGABKY042483
OG0005280	BrachyLOC100841106	MaizeLOC103626279, MaizeLOC103629632	RiceLOC4341853	SorghumLOC110431228	GWHGABKY042494
OG0005281	BrachyLOC100842933	MaizeLOC100273206	RiceLOC4341858	SorghumLOC8061625	GWHGABKY042434, GWHGABKY042437
OG0005282	BrachyLOC100846486	MaizeLOC100273103, MaizeLOC100273733	RiceLOC4341865	SorghumLOC8083300	GWHGABKY042398
OG0005283	BrachyLOC100830266, BrachyLOC100830574	MaizeLOC107403238	RiceLOC112937637	SorghumLOC8083307	GWHGABKY042383
OG0005284	BrachyLOC100822206	MaizeLOC100381851, MaizeLOC100384146	RiceLOC4341875	SorghumLOC8061635	GWHGABKY042361
OG0005285	BrachyLOC100825388	MaizeLOC100193410, MaizeLOC100281217	RiceLOC4341883	SorghumLOC110430912	GWHGABKY042338
OG0005286	BrachyLOC100832393	MaizeLOC103626341	RiceLOC107278170	SorghumLOC8063066, SorghumLOC8063771	GWHGABKY042334
OG0005287	BrachyLOC100828169	MaizeLOC103629620, MaizeLOC606446	RiceLOC4341895	SorghumLOC8063780	GWHGABKY042270
OG0005288	BrachyLOC100827862	MaizeLOC100272544	RiceLOC4341897	SorghumLOC8065105	GWHGABKY033647, GWHGABKY042261
OG0005289	BrachyLOC100835791	MaizeLOC103651695	RiceLOC4341903	SorghumLOC8065112, SorghumLOC8079833	GWHGABKY042226
OG0005290	BrachyLOC100829072	MaizeLOC100193250, MaizeLOC103629492	RiceLOC4341921	SorghumLOC110431279	GWHGABKY042134
OG0005291	BrachyLOC100824902, BrachyLOC100836714	MaizeLOC100282699	RiceLOC4340836	SorghumLOC110436795	GWHGABKY039682
OG0005292	BrachyLOC100837028	MaizeLOC100285013, MaizeLOC100285903	RiceLOC9266781	SorghumLOC110430882	GWHGABKY042144
OG0005293	BrachyLOC100830293	MaizeLOC103626351, MaizeLOC103629614	RiceLOC4341914	SorghumLOC8063795	GWHGABKY042159
OG0005294	BrachyLOC100832311	MaizeLOC103626364, MaizeLOC103629610	RiceLOC4341923	SorghumLOC8065120	GWHGABKY042131
OG0005295	BrachyLOC100844031, BrachyLOC106865643	MaizeLOC103626368	RiceLOC4341929	SorghumLOC8063806	GWHGABKY042101
OG0005296	BrachyLOC100835920	MaizeLOC100286314	RiceLOC4341938	SorghumLOC8063812	GWHGABKY023678, GWHGABKY042085
OG0005297	BrachyLOC100821561, BrachyLOC100830376	MaizeLOC100502460	RiceLOC4336092	SorghumLOC8073554	GWHGABKY009667
OG0005298	BrachyLOC100838270	MaizeLOC100191241, MaizeLOC103629597	RiceLOC4341951	SorghumLOC8065553	GWHGABKY042061
OG0005299	BrachyLOC100841922, BrachyLOC100846149	MaizeLOC100284546	RiceLOC4341957	SorghumLOC8063823	GWHGABKY042022
OG0005300	BrachyLOC100822180	MaizeLOC100384273, MaizeLOC100501277	RiceLOC4341958	SorghumLOC8065562	GWHGABKY042020
OG0005301	BrachyLOC100842833	MaizeLOC100274487, MaizeLOC103629592	RiceLOC4341961	SorghumLOC8063828	GWHGABKY042007
OG0005302	BrachyLOC100843748	MaizeLOC100276287, MaizeLOC100501364	RiceLOC4341964	SorghumLOC110431385	GWHGABKY041997
OG0005303	BrachyLOC100844246	MaizeLOC100501494	RiceLOC4341965	SorghumLOC8065564	GWHGABKY041994, GWHGABKY041999
OG0005304	BrachyLOC100846076	MaizeLOC103629584, MaizeLOC542339	RiceLOC4325892	SorghumLOC8065570	GWHGABKY041989
OG0005305	BrachyLOC100846381	MaizeLOC103626405	RiceLOC4327804, RiceLOC4341970	SorghumLOC8065571	GWHGABKY041986
OG0005306	BrachyLOC100821184	MaizeLOC100217264, MaizeLOC103626409	RiceLOC4342686	SorghumLOC8065576	GWHGABKY041981
OG0005307	BrachyLOC100826398		RiceLOC107275992, RiceLOC107279017		GWHGABKY003866, GWHGABKY035012, GWHGABKY035013
OG0005308	BrachyLOC100843331	MaizeLOC100501691	RiceLOC4328240	SorghumLOC8057542, SorghumLOC8064953	GWHGABKY041945
OG0005309	BrachyLOC100827863	MaizeLOC100194351, MaizeLOC100285132	RiceLOC107275316	SorghumLOC8064961	GWHGABKY041884
OG0005310	BrachyLOC100828170	MaizeLOC100283475, MaizeLOC109940172	RiceLOC4342022	SorghumLOC8064965	GWHGABKY041883
OG0005311	BrachyLOC100828468	MaizeLOC100192567, MaizeLOC100274838	RiceLOC4342023	SorghumLOC8064966	GWHGABKY041882
OG0005312	BrachyLOC100828973	MaizeLOC100281038, MaizeLOC100281078	RiceLOC107277437	SorghumLOC8064968	GWHGABKY041775
OG0005313	BrachyLOC100832624	MaizeLOC100191712, MaizeLOC100281778	RiceLOC4342043	SorghumLOC8065613	GWHGABKY041813
OG0005314	BrachyLOC100832934	MaizeLOC100279905, MaizeLOC103629574	RiceLOC4342044	SorghumLOC8064982	GWHGABKY041814
OG0005315	BrachyLOC100833246	MaizeLOC103626446, MaizeLOC103629573	RiceLOC4342046	SorghumLOC8065614	GWHGABKY041816
OG0005316	BrachyLOC100833862	MaizeLOC100284380, MaizeLOC103626448	RiceLOC4342050	SorghumLOC8065617	GWHGABKY041602
OG0005317	BrachyLOC100835700	MaizeLOC100280322	RiceLOC4342057	SorghumLOC8069182, SorghumLOC8069185	GWHGABKY041609
OG0005318	BrachyLOC100836316	MaizeLOC542225, MaizeLOC542762	RiceLOC4342059	SorghumLOC8069187	GWHGABKY041614
OG0005319	BrachyLOC100837547	MaizeLOC100381636, MaizeLOC118477066	RiceLOC107278395	SorghumLOC8064991	GWHGABKY041628
OG0005320	BrachyLOC100841711	MaizeLOC100282622	RiceLOC4341600	SorghumLOC8067684	GWHGABKY041670, GWHGABKY041671
OG0005321	BrachyLOC100843239	MaizeLOC100192595, MaizeLOC100273780	RiceLOC4341595	SorghumLOC8067681	GWHGABKY041678
OG0005322	BrachyLOC104582141	MaizeLOC100283747, MaizeLOC103626765	RiceLOC4328579	SorghumLOC8071063	GWHGABKY041696
OG0005323	BrachyLOC100845368	MaizeLOC100281081, MaizeLOC103629720	RiceLOC4341573	SorghumLOC8067672	GWHGABKY041712
OG0005324	BrachyLOC100843829	MaizeLOC103638767	RiceLOC4341571	SorghumLOC8083479	GWHGABKY041721, GWHGABKY041724
OG0005325	BrachyLOC100846279	MaizeLOC103629721, MaizeLOC103638768	RiceLOC4341569	SorghumLOC110431442	GWHGABKY041731
OG0005326	BrachyLOC100821584, BrachyLOC100821900	MaizeLOC103638788	RiceLOC4341560	SorghumLOC8067666	GWHGABKY041741
OG0005327	BrachyLOC100828974	MaizeLOC100273873, MaizeLOC100285739	RiceLOC4338582	SorghumLOC8067651	GWHGABKY027819
OG0005328	BrachyLOC100823833	MaizeLOC100273300, MaizeLOC103629727	RiceLOC4341525	SorghumLOC8082443	GWHGABKY041828
OG0005329	BrachyLOC100825670	MaizeLOC100272543, MaizeLOC103638807	RiceLOC4341518	SorghumLOC8067642	GWHGABKY041822
OG0005330	BrachyLOC100826922	MaizeLOC103626319	RiceLOC4341512	SorghumLOC8061627, SorghumLOC8082280	GWHGABKY041804
OG0005331	BrachyLOC100827835	MaizeLOC542673	RiceLOC9267607	SorghumLOC8082435	GWHGABKY004813, GWHGABKY041596
OG0005332	BrachyLOC100836622	MaizeLOC100278421, MaizeLOC100278435	RiceLOC4341482	SorghumLOC8082269	GWHGABKY041543
OG0005333	BrachyLOC100837548	MaizeLOC100192097, MaizeLOC100382194	RiceLOC4341479	SorghumLOC8082267	GWHGABKY041534
OG0005334	BrachyLOC100833225	MaizeLOC100383344	RiceLOC107277775, RiceLOC4341478	SorghumLOC8065079	GWHGABKY041533
OG0005335	BrachyLOC100834152, BrachyLOC100836122	MaizeLOC103631300	RiceLOC4341338	SorghumLOC8063897	GWHGABKY041357
OG0005336	BrachyLOC100838452	MaizeLOC100279655, MaizeLOC100281166	RiceLOC4341476	SorghumLOC8065078	GWHGABKY041526
OG0005337	BrachyLOC100839982	MaizeLOC100279815	RiceLOC4341469	SorghumLOC8065077	GWHGABKY024346, GWHGABKY041517
OG0005338	BrachyLOC100841815	MaizeLOC100281168, MaizeLOC107522037	RiceLOC9266153	SorghumLOC8065065	GWHGABKY041202
OG0005339	BrachyLOC100842111	MaizeLOC100191516, MaizeLOC100857097	RiceLOC4341461	SorghumLOC8065064	GWHGABKY041203
OG0005340	BrachyLOC100843032	MaizeLOC100276637, MaizeLOC100278073	RiceLOC4341454	SorghumLOC8082251	GWHGABKY041220
OG0005341	BrachyLOC100843333, BrachyLOC100844335	MaizeLOC103638651	RiceLOC4341453	SorghumLOC8082250	GWHGABKY041221
OG0005342	BrachyLOC100846689	MaizeLOC103631297	RiceLOC4341435	SorghumLOC110431177, SorghumLOC8082241	GWHGABKY041257
OG0005343	BrachyLOC100839655	MaizeLOC100384364, MaizeLOC103629795	RiceLOC9269490	SorghumLOC8082240	GWHGABKY041256
OG0005344	BrachyLOC100821684	MaizeLOC100281497, MaizeLOC100284999	RiceLOC4341431	SorghumLOC8065057	GWHGABKY041246
OG0005345	BrachyLOC100822933	MaizeLOC100281810	RiceLOC4340073, RiceLOC4346567	SorghumLOC8068428	GWHGABKY038081
OG0005346	BrachyLOC100839593, BrachyLOC100843830		RiceLOC4341422	SorghumLOC8065050	GWHGABKY039827, GWHGABKY041273
OG0005347	BrachyLOC100824969	MaizeLOC103629801	RiceLOC4341419	SorghumLOC8065048	GWHGABKY041278, GWHGABKY041279
OG0005348	BrachyLOC100844427	MaizeLOC100275179, MaizeLOC103638673		SorghumLOC110431243	GWHGABKY041283, GWHGABKY041284
OG0005349	BrachyLOC100825893	MaizeLOC103651641, MaizeLOC103651644	RiceLOC4327802	SorghumLOC110433979	GWHGABKY031800
OG0005350	BrachyLOC100821063	MaizeLOC100281559	RiceLOC4341407	SorghumLOC8079324	GWHGABKY041295, GWHGABKY041301
OG0005351	BrachyLOC100827136	MaizeLOC100191649, MaizeLOC100276048	RiceLOC4341406	SorghumLOC8065041	GWHGABKY041302
OG0005352	BrachyLOC100827965	MaizeLOC100282775	RiceLOC4341403	SorghumLOC8073176	GWHGABKY017341, GWHGABKY041304
OG0005353	BrachyLOC100838453	MaizeLOC103631301, MaizeLOC103638467	RiceLOC4341328	SorghumLOC8061991	GWHGABKY041366
OG0005354	BrachyLOC100838765	MaizeLOC100283649	RiceLOC4341326	SorghumLOC8061989	GWHGABKY041371, GWHGABKY043774
OG0005355	BrachyLOC100835483	MaizeLOC100284279	RiceLOC4341304	SorghumLOC8061980	GWHGABKY019301, GWHGABKY041407
OG0005356	BrachyLOC100843334	MaizeLOC100502428	RiceLOC4341302	SorghumLOC8061977	GWHGABKY023797, GWHGABKY041411
OG0005357	BrachyLOC100844248	MaizeLOC100278989, MaizeLOC100382126	RiceLOC9268632	SorghumLOC8061974	GWHGABKY041414
OG0005358	BrachyLOC100844548	MaizeLOC103629817, MaizeLOC103638577	RiceLOC4341290	SorghumLOC8061972	GWHGABKY041416
OG0005359	BrachyLOC100844067, BrachyLOC100846184	MaizeLOC103638586	RiceLOC4341283	SorghumLOC8061963	GWHGABKY041421
OG0005360	BrachyLOC100846792	MaizeLOC103629823, MaizeLOC103638587	RiceLOC4341281	SorghumLOC8076705	GWHGABKY041424
OG0005361	BrachyLOC100821585	MaizeLOC100275568, MaizeLOC100276479	RiceLOC4341277	SorghumLOC8061958	GWHGABKY041433
OG0005362	BrachyLOC100822414	MaizeLOC100281625, MaizeLOC100284522	RiceLOC4341274	SorghumLOC8061954	GWHGABKY041438
OG0005363	BrachyLOC100825390	MaizeLOC103638601, MaizeLOC118473361	RiceLOC4341263	SorghumLOC110430814	GWHGABKY041451
OG0005364	BrachyLOC100843318, BrachyLOC112269970	MaizeLOC103633756	RiceLOC107275458	SorghumLOC8078410	GWHGABKY036317
OG0005365	BrachyLOC100828771	MaizeLOC100274139	RiceLOC4341175	SorghumLOC110431299, SorghumLOC8080531	GWHGABKY041494
OG0005366	BrachyLOC100829074	MaizeLOC103643760	RiceLOC4338298	SorghumLOC8054178, SorghumLOC8076963	GWHGABKY041496
OG0005367	BrachyLOC100843727	MaizeLOC100276323	RiceLOC4341181, RiceLOC4341184	SorghumLOC8072626	GWHGABKY041501
OG0005368	BrachyLOC100831518	MaizeLOC103629857	RiceLOC4341189, RiceLOC4341190	SorghumLOC8058857	GWHGABKY040974
OG0005369	BrachyLOC100830204, BrachyLOC100833775	MaizeLOC100383424	RiceLOC4341021	SorghumLOC8076406	GWHGABKY039814
OG0005370	BrachyLOC100825366, BrachyLOC100829085	MaizeLOC100282035	RiceLOC4341210	SorghumLOC8072647	GWHGABKY040996
OG0005371	BrachyLOC100825673, BrachyLOC104582674		RiceLOC107275279	SorghumLOC8072649, SorghumLOC8085596	GWHGABKY040997
OG0005372	BrachyLOC100826611, BrachyLOC100830510	MaizeLOC100192713	RiceLOC4341214	SorghumLOC8072660	GWHGABKY041001
OG0005373	BrachyLOC100830614, BrachyLOC104581551	MaizeLOC100193817	RiceLOC4341218	SorghumLOC8072670	GWHGABKY041016
OG0005374	BrachyLOC100837459	MaizeLOC100217082	RiceLOC4337949, RiceLOC9270982	SorghumLOC8066701	GWHGABKY038021
OG0005375	BrachyLOC100833844	MaizeLOC100280096	RiceLOC4341126	SorghumLOC8058827	GWHGABKY032918, GWHGABKY041056
OG0005376	BrachyLOC100840099	MaizeLOC541822, MaizeLOC732790	RiceLOC4350785	SorghumLOC8072006	GWHGABKY041061
OG0005377	BrachyLOC100821287	MaizeLOC100383161, MaizeLOC103638431	RiceLOC4340961	SorghumLOC8073044	GWHGABKY041119
OG0005378	BrachyLOC100821586	MaizeLOC103629107, MaizeLOC606437	RiceLOC4340969	SorghumLOC8082811	GWHGABKY041131
OG0005379	BrachyLOC100829075	MaizeLOC100273133, MaizeLOC100279552	RiceLOC4341065	SorghumLOC8065464	GWHGABKY039805
OG0005380	BrachyLOC100830497	MaizeLOC103630019, MaizeLOC103638375	RiceLOC4341075	SorghumLOC8072933	GWHGABKY039793
OG0005381	BrachyLOC100834176	MaizeLOC100193366, MaizeLOC100275144	RiceLOC4341102	SorghumLOC8072920	GWHGABKY039773
OG0005382	BrachyLOC100833687, BrachyLOC100834477	MaizeLOC100127538	RiceLOC4341107	SorghumLOC8072917	GWHGABKY039771
OG0005383	BrachyLOC100834778	MaizeLOC100277914, MaizeLOC103630012	RiceLOC4341109	SorghumLOC8072916	GWHGABKY039767
OG0005384	BrachyLOC100838367	MaizeLOC100281791, MaizeLOC100283212	RiceLOC4340892	SorghumLOC8077179	GWHGABKY039729
OG0005385	BrachyLOC100839280	MaizeLOC100279955, MaizeLOC118473310	RiceLOC4340889	SorghumLOC8078254	GWHGABKY039732
OG0005386	BrachyLOC100841818	MaizeLOC100276474, MaizeLOC103638323	RiceLOC4340850	SorghumLOC8078238	GWHGABKY039705
OG0005387	BrachyLOC100822394	MaizeLOC103629998, MaizeLOC103638293	RiceLOC4340810	SorghumLOC8072812	GWHGABKY039637
OG0005388	BrachyLOC100823329	MaizeLOC103629994	RiceLOC9269758	SorghumLOC8072808, SorghumLOC8072809	GWHGABKY039620
OG0005389	BrachyLOC100826424	MaizeLOC103631385, MaizeLOC103638287	RiceLOC9268318	SorghumLOC8055822	GWHGABKY039600
OG0005390	BrachyLOC100830684	MaizeLOC100285411	RiceLOC107276419, RiceLOC107277468	SorghumLOC8076402	GWHGABKY039584
OG0005391	BrachyLOC100827356	MaizeLOC100144300, MaizeLOC100191355	RiceLOC4340770	SorghumLOC8073741	GWHGABKY039578
OG0005392	BrachyLOC100834977	MaizeLOC100192979, MaizeLOC100384592	RiceLOC4340723	SorghumLOC8061543	GWHGABKY039530
OG0005393	BrachyLOC100835901	MaizeLOC103629977, MaizeLOC109942396	RiceLOC4340716	SorghumLOC8065783	GWHGABKY039521
OG0005394	BrachyLOC100838958, BrachyLOC104583077, BrachyLOC104584061, BrachyLOC104584183, BrachyLOC104585555, BrachyLOC112270598				
OG0005395	BrachyLOC100838271	MaizeLOC100274222, MaizeLOC100282762	RiceLOC4340699	SorghumLOC110430980	GWHGABKY039496
OG0005396	BrachyLOC100839187			SorghumLOC8065762	GWHGABKY000554, GWHGABKY000596, GWHGABKY031770, GWHGABKY039490
OG0005397	BrachyLOC100839378	MaizeLOC103638222	RiceLOC4340693, RiceLOC4340694	SorghumLOC8061525	GWHGABKY023198
OG0005398	BrachyLOC100839984	MaizeLOC100501575	RiceLOC4340689	SorghumLOC8065755	GWHGABKY039486, GWHGABKY039488
OG0005399	BrachyLOC100843730	MaizeLOC100273028, MaizeLOC103638214	RiceLOC4340682	SorghumLOC8065752	GWHGABKY039477
OG0005400	BrachyLOC100840601	MaizeLOC100216656, MaizeLOC542750	RiceLOC4340680	SorghumLOC8065748	GWHGABKY039473
OG0005401	BrachyLOC100842426	MaizeLOC100285293	RiceLOC4340666, RiceLOC4340667	SorghumLOC8084380	GWHGABKY039463
OG0005402	BrachyLOC100820965	MaizeLOC109940202	RiceLOC4340651	SorghumLOC8065723	GWHGABKY039428, GWHGABKY039429
OG0005403	BrachyLOC100846583	MaizeLOC100282190, MaizeLOC100382182	RiceLOC4340643	SorghumLOC8061499	GWHGABKY039414
OG0005404	BrachyLOC100821381	MaizeLOC100281961, MaizeLOC100286358	RiceLOC4340639	SorghumLOC8061496	GWHGABKY039404
OG0005405	BrachyLOC100822520	MaizeLOC100502340, MaizeLOC103629954	RiceLOC4340636	SorghumLOC8061493	GWHGABKY039398
OG0005406	BrachyLOC100822832	MaizeLOC103639663, MaizeLOC107457590	RiceLOC4340634	SorghumLOC8065710	GWHGABKY039397
OG0005407	BrachyLOC100824956	MaizeLOC100191461	RiceLOC4340633	SorghumLOC8061491	GWHGABKY039382, GWHGABKY039389
OG0005408	BrachyLOC100827123	MaizeLOC100381401, MaizeLOC103637799	RiceLOC4340619	SorghumLOC8065705	GWHGABKY039371
OG0005409	BrachyLOC100829552	MaizeLOC103652672	RiceLOC4340595	SorghumLOC8065545, SorghumLOC8086034	GWHGABKY039333
OG0005410	BrachyLOC100841531, BrachyLOC104581602	MaizeLOC542050, MaizeLOC542743		SorghumLOC8082217	GWHGABKY000882
OG0005411	BrachyLOC100829577, BrachyLOC100840525	MaizeLOC100273892	RiceLOC4324105	SorghumLOC8082216	GWHGABKY015812
OG0005412	BrachyLOC100830087	MaizeLOC100192054, MaizeLOC100304207	RiceLOC4340585	SorghumLOC110431343	GWHGABKY039311
OG0005413	BrachyLOC100835066	MaizeLOC103629938	RiceLOC4340570	SorghumLOC8057882	GWHGABKY039297, GWHGABKY041716
OG0005414	BrachyLOC100833777	MaizeLOC103629937, MaizeLOC103637831	RiceLOC4340564	SorghumLOC8065529	GWHGABKY039284
OG0005415	BrachyLOC100834694	MaizeLOC541884	RiceLOC4340558	SorghumLOC8081289	GWHGABKY019776, GWHGABKY039277
OG0005416	BrachyLOC100835923	MaizeLOC100280319	RiceLOC107276212	SorghumLOC8082226	GWHGABKY004593, GWHGABKY039825
OG0005417	BrachyLOC100822645, BrachyLOC100842092	MaizeLOC100384404	RiceLOC4340520	SorghumLOC8066218	GWHGABKY035337
OG0005418	BrachyLOC100840502	MaizeLOC100216848, MaizeLOC100284698	RiceLOC4340385	SorghumLOC8085160	GWHGABKY039205
OG0005419	BrachyLOC100842705		RiceLOC107275357, RiceLOC107275453		GWHGABKY005136, GWHGABKY017782, GWHGABKY024169
OG0005420	BrachyLOC100824192, BrachyLOC100841408	MaizeLOC100276047	RiceLOC4326558	SorghumLOC8058224	GWHGABKY015978
OG0005421	BrachyLOC100843138	MaizeLOC100283584, MaizeLOC100285979	RiceLOC4340509	SorghumLOC8065487	GWHGABKY039187
OG0005422	BrachyLOC100844857	MaizeLOC100193496, MaizeLOC100284278	RiceLOC4340500	SorghumLOC8080042	GWHGABKY038829
